PartitionKey,RowKey,,Tweets,Length,Date,Source,Favourites,RTs,Language
site,site,639," join us tomorrow at 1030 pm est as , , and leading scientists address the current climate crisis…",140,8/1/2021 18:53,Twitter Web App,0,421,en
site,site,640," no one is too small to make a difference, but to have a true and direct effect, we must unite.  …",140,8/1/2021 18:39,Twitter for iPhone,0,193,en
site,site,641,"logic tells us, the fact this is ignored - or in the best case treated as a minor news story - means-there's no c… ",140,8/1/2021 18:33,Twitter Web App,5015,1022,en
site,site,642, 100 weeks iowa city climate strike2020 was the hottest year on record. still we burn coal in iowa--and have no climate…,139,8/1/2021 18:27,Twitter for iPhone,0,188,en
site,site,643, #fridaysforfuture #climatestrike air pollution.uncertain weather conditions.arising threat of more pandemics.our house…,140,8/1/2021 18:26,Twitter for iPhone,0,287,en
site,site,644," it's too hot here as you can see. if people keep adding greenhouse gases into the atmosphere at the current rate,the average…",140,8/1/2021 18:26,Twitter for iPhone,0,307,en
site,site,645, week 100 #schoolstrike4climate in uganda. #fridaysforfuture #climatestrike ,117,8/1/2021 15:57,Twitter for iPhone,0,295,en
site,site,646," it's my one-month milestone!in south africa, we are back on level 3 lockdown, so to everyone who is striking today,…",139,8/1/2021 15:26,Twitter Web App,0,258,en
site,site,647, #fridaysforfuture week 70. australia’s decision not to submit an increased paris target is disgraceful. in an emergency you t…,140,8/1/2021 15:26,Twitter Web App,0,488,en
site,site,648, hottest year on record for europe?the following countries so far have confirmed 2020 ashottest year on record 🇳🇴🇸🇪…,140,8/1/2021 13:45,Twitter Web App,0,657,en
site,site,649," school strike week 108 in ullapool, scotland.because of the ongoing pandemic we are going back to #climatestrikeonline…",139,8/1/2021 13:44,Twitter Web App,0,244,en
site,site,650,  also concerning is the uk govt spending £1 billion of tax payers money to co-fund an lng facility in mozam…,140,8/1/2021 13:31,Twitter Web App,0,244,en
site,site,651,school strike week 125. because of the ongoing pandemic we are doing #climatestrikeonline .if you do physical stri… ,140,8/1/2021 11:00,Twitter for iPhone,11877,1421,en
site,site,652," school strike week 48.new year, same crisis.“right here, right now is where we draw the line. the world is waking up. and c…",140,8/1/2021 10:59,Twitter for iPhone,0,143,en
site,site,653, #climatestrike week 101looking for that climate action we're striking for 👀#fridaysforfuture #climatestrikeonline #kli…,140,8/1/2021 10:59,Twitter for iPhone,0,176,en
site,site,654, today we asked the nz government to act! halt #climatechangenz must reduce carbon &amp; methane emissionsfridays for future -…,143,8/1/2021 10:59,Twitter for iPhone,0,155,en
site,site,655, this is week 42 of my digital #climatestrike #ugdecides2021 let's give a chance to  those whose manifestos favour natu…,140,8/1/2021 10:59,Twitter for iPhone,0,132,en
site,site,656," my 94th week on #climatestrike 🌍 yes, we'll keep going in the new year, because our future relies on actions leaders take to…",140,8/1/2021 10:59,Twitter for iPhone,0,251,en
site,site,657, week 41 #schoolstrike4climate #fridaysforfuture #climatestrike ,105,8/1/2021 10:59,Twitter for iPhone,0,203,en
site,site,658, week 42 #schoolstrike4climate #climatestrikeonline let's not forget that this is the year of #climateaction #fightfor1poi…,140,8/1/2021 9:55,Twitter Web App,0,251,en
site,site,659, school protest for climate week 43#climatestrikeonline #climateaction #climateemergency   العدالة للمناخ✨🌍its disgusting…,139,8/1/2021 9:55,Twitter Web App,0,187,en
site,site,660, my 24 week.#climatestrikeonline           #fridaysforfuture #climateaction                  #climateemergency #stay…,140,8/1/2021 9:55,Twitter Web App,0,254,en
site,site,661,2020 was the warmest year ever recorded tied with 2016 according to it is notable that 2020 match… ,140,8/1/2021 9:29,Twitter Web App,5228,1282,en
site,site,662,the uk government has decided not to intervene with the plans of opening a brand new english coal mine.this really… ,140,7/1/2021 13:44,Twitter for iPhone,16689,4555,en
site,site,663, at least 13 people were arrested today in connection to a violent mob that stormed the capitol as paof an attempted coup.…,139,7/1/2021 12:48,Twitter for iPhone,0,6992,en
site,site,664,study in nature says the carbon pollution already put in the air will push global temperatures to about 2.3°c.b… ,140,5/1/2021 16:00,Twitter Web App,9756,2720,en
site,site,665, our president is once again showing how he cares about the future and the youth - he blocked us!apparently he sees us…,140,5/1/2021 13:19,Twitter Web App,0,249,en
site,site,666,"when your house is on fire you don’t wait another 10, 20 or 30 years before calling the fire department.when your… ",139,4/1/2021 16:44,Twitter Web App,46301,7615,en
site,site,667," about 1m people in south sudan have been displaced or isolated for months by the worst flooding in memory, with the inte…",140,3/1/2021 20:22,Twitter for iPhone,0,462,en
site,site,668,thank you so much for all the well-wishes on my 18th birthday!tonight you will find me down at the local pub expo… ,140,3/1/2021 15:50,Twitter for iPhone,210867,16375,en
site,site,669," interview 🎙️ “since people are desperate not to talk about the climate crisis, they are going to try to do everything…",139,3/1/2021 15:46,Twitter Web App,0,677,en
site,site,670,"but, hey! our leaders have set up some vague hypothetical targets decades into the future full of loopholes and bas… ",140,2/1/2021 18:40,Twitter Web App,15525,4439,en
site,site,671, people are suffering &amp; dying while we continue to delay'about one million people in the country have been displaced…,143,2/1/2021 14:08,Twitter Web App,0,457,en
site,site,672, week 25th #climatestrike🌍 in #india🇮🇳the planet is on fire &amp; our window of escape seems 2 get farther  from our reach each…,144,2/1/2021 9:50,Twitter Web App,0,268,en
site,site,673,my deepest gratitude to everyone fighting to wake people up to the climate and ecological crisis.the reason we're… ,139,1/1/2021 18:59,Twitter Web App,18219,3500,en
site,site,674, please tweet this suggestion to tv meteorologists in your country. let's see if we can get all of them to kick the hab…,140,1/1/2021 18:17,Twitter Web App,0,322,en
site,site,675," on the frontlines of climate change in zimbabwe“now is the time to act.” throughout the covid-19 pandemic, nkosi is sp…",140,1/1/2021 18:15,Twitter Web App,0,460,en
site,site,676, week 104. online because of the pandemic. i can't believe it's been two years since we started here in cork. happy new ye…,140,1/1/2021 18:13,Twitter Web App,0,281,en
site,site,677, week 6 in new hampshire! 2021 can be the year we tell our future kids is when it all changed. when leaders like …,140,1/1/2021 18:13,Twitter Web App,0,178,en
site,site,678,"school strike week 124.new year, same crisis.because of the ongoing pandemic we are doing #climatestrikeonline… ",137,1/1/2021 15:16,Twitter for iPhone,13761,1736,en
site,site,679, our activists today demonstrated in front of the parliament house. demand to act now and #facetheclimateemergency.…,140,1/1/2021 15:13,Twitter for iPhone,0,209,en
site,site,680, climate action stahere!  #fridaysforfuture #cop26 ,104,1/1/2021 14:19,Twitter Web App,0,295,en
site,site,681, happy new yearstand up for nature#fridaysforfuture #happynewyear2021 #2021year #bye2020  #facethecl…,140,1/1/2021 14:18,Twitter Web App,0,224,en
site,site,682," my 93rd week on #climatestrike 🌍 2021 starts with a #climatestrikeonline for me, due to full lockdown until monday. my new y…",140,1/1/2021 14:17,Twitter Web App,0,336,en
site,site,683, it's a new year but unfortunately the same crisis... that's why we will still be going on #climatestrikeonline to make…,139,1/1/2021 14:09,Twitter Web App,0,226,en
site,site,684, 2020 was difficult. i guess we really got what we asked for with all the 20/20 vision puns last new year. everything is s…,140,1/1/2021 14:08,Twitter Web App,0,166,en
site,site,685, #climatestrike week 100! happy #newyear! today marks 100 weeks of striking for the climate. my life has changed drastica…,140,1/1/2021 14:04,Twitter Web App,0,236,en
site,site,686, week 76 #schoolstrike4climate in istanbuli am hoping that the new year will be a very fruitful one for our fight for the…,140,1/1/2021 14:04,Twitter Web App,0,186,en
site,site,687, this is week 99 #schoolstrike4climate in uganda.the struggle continues...#fridaysforfuture ,135,1/1/2021 14:04,Twitter Web App,0,244,en
site,site,688, it's a new year but same old crises.week 40 #schoolstrike4climate #fridaysforfuture ,127,1/1/2021 14:04,Twitter Web App,0,267,en
site,site,689," school protest for climate week 42#climateactionnow #climatestrikeonline #climateemergency العدالة للمناخ ✊💐💚new year, sa…",140,1/1/2021 9:39,Twitter Web App,0,245,en
site,site,690, #fridaysforfuture week 69. 2021 must be the year that we finally wake up to the climate crisis. it must be the year we take r…,140,1/1/2021 9:39,Twitter Web App,0,430,en
site,site,691,happy new year! may 2021 be the year of awakening and real bold change. and let’s all continue the never-ending fig… ,140,31/12/2020 20:26,Twitter for iPhone,138788,12778,en
site,site,692,this has been pointed out over and and over again throughout 2020 by leading experts and yet it has been pretty muc… ,140,31/12/2020 18:51,Twitter Web App,6988,1739,en
site,site,693,"this is the place we call “normal”. but ”normal” was also a crisis, and it’s no place to return to after the pandem… ",140,31/12/2020 13:29,Twitter for iPhone,10577,2814,en
site,site,694," co₂ emissions are driven up by economic growth (gdp), but offset by improvements in emission intensity (co₂/gdp).in most…",140,31/12/2020 9:40,Twitter Web App,0,344,en
site,site,695, help‼️‼️this weekend 2 cities in rio de janeiro were flooded after an extreme rainfall and 150 families have lost their home…,140,30/12/2020 10:33,Twitter for iPhone,0,289,en
site,site,696," we need to take actionany biological group, if the food supply runs out, that group crasheshere's what happened when t…",140,29/12/2020 15:41,Twitter Web App,0,783,en
site,site,697,preliminary data show that the 2020 7% emission decrease is erased by a slightly weaker carbon land sink.this is… ,139,29/12/2020 10:00,Twitter for iPhone,3822,1010,en
site,site,698, norwegian meteorological institute  just announced that 2020 was the warmest year ever recorded in norway.…,138,28/12/2020 20:40,Twitter for iPhone,0,464,en
site,site,699, preliminary analysis from the japan meteorological agency shows 2020 as the warmest year on record globally (since at least 1891…,140,28/12/2020 16:17,Twitter Web App,0,381,en
site,site,700,there's a myth that young people get anxious or depressed when people talk about the reality of the climate crisis.… ,140,28/12/2020 10:23,Twitter Web App,46989,7531,en
site,site,701," don't discourage people from cutting their personal greenhouse gas emissions, it's a good thing. instead, point out how w…",140,28/12/2020 10:13,Twitter Web App,0,1512,en
site,site,702,“any efforts to improve human health are doomed unless they address the critical interface between humans and anima… ,140,27/12/2020 15:30,Twitter for iPhone,7077,1541,en
site,site,703," “in looking at total amounts being sequestered versus emitted, they found that the region now emits more co2 into the at…",140,27/12/2020 9:32,Twitter Web App,0,610,en
site,site,704," striking for the climate week 5 in jaffrey, nh. this week we grew by 2! 💚☃️ all we want for christmas is …",140,26/12/2020 20:15,Twitter for iPhone,0,205,en
site,site,705,"the movie “i am greta” is now steaming on hulu (usa), ard mediathek (germany), docplay (australia), crave (canada)… ",139,26/12/2020 18:53,Twitter for iPhone,14628,2044,en
site,site,706, week 27 #climateaction #fff_saudiarabia #symces #fridaysforfuture ,109,25/12/2020 17:50,Twitter Web App,0,316,en
site,site,707, #climatestrike#fridaysforfuture fight for 1•5°c.with greetings of the festive season here is a reminder as well from youth…,140,25/12/2020 17:50,Twitter Web App,0,241,en
site,site,708,school strike week 123. happy holidays!because of the ongoing pandemic we are doing #climatestrikeonline if you d… ,140,25/12/2020 13:42,Twitter for iPhone,13618,1510,en
site,site,709," my 93rd week.a year ago, on this day, i was at detention center. it was boring and scary, but i knew i wasn't alone. all o…",140,25/12/2020 11:29,Twitter Web App,0,286,en
site,site,710, my 22 week.happy holidays🔔メリークリスマス🎄#climatestrikeonline           #fridaysforfuture #climateaction                 …,140,25/12/2020 11:28,Twitter Web App,0,185,en
site,site,711, week 24th #climatestrike🌍 in #india🇮🇳not fair that leaders are lame to keep the temperature below 1.5 celcius. we asked 4…,140,25/12/2020 11:26,Twitter Web App,0,193,en
site,site,712, #fridaysforfuture week 68. the climate crisis doesn’t take a break so nor do we. ,118,25/12/2020 11:25,Twitter Web App,0,378,en
site,site,713," lower your carbon emissions now! our planet 🌎 is getting warmer, our ocean oxygen level is dropping and our trees are…",139,25/12/2020 11:24,Twitter Web App,0,171,en
site,site,714," #climatestrike week 99merry christmas!💫and happy holidays, fight for #climatejustice, take a break, #stayathome and enj…",140,25/12/2020 11:24,Twitter Web App,0,190,en
site,site,715," 🦠 if we don't address #biodiversity loss, #pandemics will be more frequent, costly and deadly than #covid19📖  #pandemics…",140,23/12/2020 13:39,Twitter Web App,0,443,en
site,site,716,"“it just proves that the climate and ecological crisis cannot be solved within today’s systems. there are no tools,… ",140,22/12/2020 19:46,Twitter for iPhone,8378,2288,en
site,site,717,the global food system is on course to drive rapid and widespread ecological damage with almost 90% of land animal… ,140,22/12/2020 11:03,Twitter Web App,4759,1459,en
site,site,718, a vaccine alone will not tip the balance toward health because #covid19 is not a disease; it is a symptom of an exhaus…,140,21/12/2020 20:21,Twitter for iPhone,0,876,en
site,site,719, in three weeks i'll be making 100 weeks of #schoolstrike4climate. my climate activism journey hasn't been smooth. it inv…,140,21/12/2020 17:12,Twitter for iPhone,0,327,en
site,site,720,amsterdam is the first city in the world that wants to ban advertising from the fossil fuel industry and ads for a… ,140,21/12/2020 13:36,Twitter Web App,10797,1922,en
site,site,721," ‼️ another typhoon ravages the philippines ‼️with the country still reeling from the previous typhoons, parts of min…",140,19/12/2020 9:45,Twitter Web App,0,7391,en
site,site,722," week 4 in jaffrey, nh 💚🌎 not letting 15inches of snow and 20 degree weather stop us. instead, we grew by one! ❄️ #friday…",140,18/12/2020 21:40,Twitter Web App,0,204,en
site,site,723," uganda hotter than it is, polluted with more carbon emissions will not be safe for anyone and will be worse for future…",140,18/12/2020 21:39,Twitter Web App,0,327,en
site,site,724, school strike for the climate week 97 and merry christmas! 🎄😍 #schoolstrike4climate #fridaysforfuture  ht…,140,18/12/2020 20:31,Twitter for iPhone,0,269,en
site,site,725,"lloyd’s, the world’s biggest insurance market, will continue to insure fossil fuels for another decade.",127,18/12/2020 18:27,Twitter Web App,2505,612,en
site,site,726, world leaders promising to fight the climate crisis with long-term climate goals while continuing to block any measure…,140,18/12/2020 18:19,Twitter Web App,0,1059,en
site,site,727, week 106 #climatestrike have a climate friendly christmas 💚🎄     #…,140,18/12/2020 18:13,Twitter Web App,0,126,en
site,site,728, digital #climatestrike week 39  .our goal is to maintain 1 point 5c .#fightfor1point5 ,140,18/12/2020 18:04,Twitter for iPhone,0,137,en
site,site,729, week 26an oil tanker was attacked off a poin jeddah. may god be with us all. #firdaysforfuture #climateaction #fff_…,140,18/12/2020 18:04,Twitter for iPhone,0,130,en
site,site,730, school strike for climate week 38 #fridaysforfuture #climatestrike #schoolstrike4climate ,131,18/12/2020 18:03,Twitter for iPhone,0,261,en
site,site,731, week 50 #climatestrike!!!💚 ......and still going strong to fight for solutions to the #climatecrisis #fightfor1point5…,140,18/12/2020 18:03,Twitter for iPhone,0,152,en
site,site,732,"this may come as a complete surprise to some of you, but there are people speaking other languages than english) a… ",140,18/12/2020 17:43,Twitter for iPhone,11219,1009,en
site,site,733," through covid-19, find out how mitzi has been campaigning for climate justice - and helping communities devastated by typhoons…",139,18/12/2020 15:49,Twitter Web App,0,235,en
site,site,734, #fridaysforfuturefirst 4 weeks i started striking alone and see the journey from 5th to12th weeki have connected bai…,140,18/12/2020 15:06,Twitter for iPhone,0,134,en
site,site,735, the science is clear about the consequences of global heating reaching 2c degrees yet leaders still discuss it as a tar…,140,18/12/2020 15:06,Twitter for iPhone,0,259,en
site,site,736,school strike week 122. because of the ongoing pandemic we are doing #climatestrikeonline .if you do physical stri… ,140,18/12/2020 11:42,Twitter for iPhone,9924,1260,en
site,site,737, 1.5 is non-negotiable and needs an immediate action to make the goals of the agreement decided back in 2015 at cop 21 to…,139,18/12/2020 11:38,Twitter Web App,0,246,en
site,site,738, our future is in your hands.... but  you pretend not to know..we will continue to demand it from you come what may.  our chan…,140,18/12/2020 10:56,Twitter for iPhone,0,226,en
site,site,739," my 91st week on #climatestrike 🌍 there is still reason for us to #schoolstrike4climate, as long as poor countries suffer the…",140,18/12/2020 10:56,Twitter for iPhone,0,267,en
site,site,740," damages to infrastructure, homes &amp; schools in the northern division in fiji from #tcyasaparts of samoa experiencing floodin…",144,18/12/2020 10:07,Twitter Web App,0,367,en
site,site,741, week 13th #climatestrike in lucknow india 🇮🇳 with my  team! 🌈💚as we can see #climateemergencywe demand real…,140,18/12/2020 9:29,Twitter Web App,0,158,en
site,site,742," on this same day in 2012, fiji was enduring cyclone evan. since then, we’ve been battered by 12 more cyclones — two of which…",139,18/12/2020 9:07,Twitter Web App,0,696,en
site,site,743, the pacific island nation of fiji has been battered by one of the strongest storms ever recorded in the southern hemisp…,140,18/12/2020 9:03,Twitter Web App,0,274,en
site,site,744,as devastating as this is - it can’t compare with the fact that this doesn’t dominate the news. not even for one da… ,140,17/12/2020 20:00,Twitter for iPhone,8082,2202,en
site,site,745,  so is finland. dec 2019-nov 2020 period was record-warm and almost 4°c higher than the 1880-1910 average. h…,140,17/12/2020 11:25,Twitter Web App,0,277,en
site,site,746, now lots of high-profile celebs in the media getting the covid vaccine as an example to everyone else. we know this messa…,140,17/12/2020 10:56,Twitter for iPhone,0,508,en
site,site,747, historic coroner issues landmark ruling that air pollution (due to fossil fuel burning) was a causal factor in the dea…,140,17/12/2020 10:52,Twitter for iPhone,0,608,en
site,site,748,  and ,54,17/12/2020 9:45,Twitter for iPhone,807,111,en
site,site,749,sweden is heading for an unprecedented heat record. the national annual temperature average 2020 will be 7.5°c. tha… ,140,17/12/2020 9:42,Twitter for iPhone,9756,2558,en
site,site,750, truly heabreaking. 2020 is not done yet.a monstrous category 5 equivalent cyclone (#yasa) is heading straight for f…,140,16/12/2020 18:49,Twitter for iPhone,0,806,en
site,site,751,if this is how you act after declaring a climate emergency then maybe everyone hasn't fully understood the meanin… ,140,16/12/2020 12:06,Twitter Web App,16046,2591,en
site,site,752, youth people demanding urgent action and #justtransition at #victorydayofbangladesh in front of national parliament house. …,140,16/12/2020 11:19,Twitter Web App,0,206,en
site,site,753, cyclone yasa fiji prepares for category 5 storm as tonga braces for zazustory by  in https…,140,16/12/2020 6:52,Twitter Web App,0,141,en
site,site,754, 17 water protectors arrested in the bitter cold on the proposed drill pad for line 3 tar sands to bore under the mississip…,140,15/12/2020 20:03,Twitter for iPhone,0,704,en
site,site,755,    so let’s tell poor climate vulnerable communities &amp;our children that us hi-…,144,15/12/2020 19:36,Twitter for iPhone,0,153,en
site,site,756," china, japan, and south korea have announced net-zero pledges but they’re still funding coal plants abroad despite a usd $2…",140,15/12/2020 15:20,Twitter Web App,0,276,en
site,site,757," if you live in a rich country, you are probably responsible for a share of 🇨🇳, 🇮🇳, or 🇷🇺's #greenhousegas emissions.top…",139,15/12/2020 15:14,Twitter Web App,0,237,en
site,site,758, november 2020 was the hottest november on record globally but the northern hemisphere smashed its november record by a c…,140,14/12/2020 18:18,Twitter Web App,0,865,en
site,site,759,yes. and as soon the rest of the money is received my foundation will donate that too. so far half of the prize mon… ,140,14/12/2020 16:47,Twitter for iPhone,4071,385,en
site,site,760," a co-founder of black lives matter was joined by alicia keys, kerry washington, greta thunberg and others in an open letter callin…",140,14/12/2020 8:48,Twitter Web App,0,3881,en
site,site,761," the most important figure of #carbonbudget 2020a decomposition of (net) land-use change into* sources 16gtco₂/yr, mai…",140,13/12/2020 19:24,Twitter for iPhone,0,207,en
site,site,762,it is hard to be encouraged by stories of meatless burgers or “moonshot technologies” when communities around you… ,139,13/12/2020 10:47,Twitter Web App,6651,1340,en
site,site,763,"in other words, the government has just committed to reducing less than 1 percent of the country's emissions by 20… ",140,13/12/2020 9:43,Twitter Web App,3602,720,en
site,site,764,"“we need to step up our game” all our leaders keep saying.well then, please go ahead!you don’t need un summits, t… ",140,12/12/2020 20:12,Twitter for iPhone,10998,2033,en
site,site,765, with farmers at singhu border. 🙏🏻 ,73,12/12/2020 19:18,Twitter for iPhone,0,441,en
site,site,766, the global carbon bucket 2020climate change stops getting worse when co₂ emissions get to zero!#climateaction must put…,140,12/12/2020 18:59,Twitter Web App,0,1094,en
site,site,767,"at the #climateambitionsummit leaders celebrate their shameless loopholes, empty words, distant insufficient goals… ",139,12/12/2020 18:22,Twitter Media Studio,6829,1936,en
site,site,768,the ”net” in ”net-zero emissions” could be among the greatest - and most dangerous - loopholes ever created. the fa… ,140,12/12/2020 15:31,Twitter Web App,9394,1716,en
site,site,769," in 2016, sierra leone ratified the paris agreement but action is lacking. today we're ranked as 3rd most vulnarable co…",140,12/12/2020 14:10,Twitter Web App,0,206,en
site,site,770," as the uk gets ready to host the #climateambition summit, we’re not buying big polluter’s net zero claims - we want real zer…",140,12/12/2020 13:22,Twitter Web App,0,352,en
site,site,771,"we must shift focus from mid-century net-zero targets to immediate, real emissions reductions in our own high-inco… ",140,12/12/2020 13:20,Twitter Web App,3749,920,en
site,site,772," . we're still wasting our time creating loopholes and talking about net zero targets and green investments,…",139,12/12/2020 13:04,Twitter Web App,0,410,en
site,site,773,this thread is a must read ahead of the un climate ambition summit today - and for anyone interested in a having a… ,139,12/12/2020 11:39,Twitter Web App,2992,690,en
site,site,774," while  is happy that the u.s. will rejoin the paris agreement, she is calling for far greater climate urgenc…",140,12/12/2020 9:10,Twitter Web App,0,835,en
site,site,775, スタンディングしました🌱#fridaysforfuture #climatestrike #climateaction #climateactionnow ,122,11/12/2020 20:01,Twitter for iPhone,0,151,en
site,site,776, #fridaysforfuture has been striking for the protection of the people and the planet. we are unstoppable. this is only the…,140,11/12/2020 20:00,Twitter for iPhone,0,156,en
site,site,777, #climatestrike #fridaysforfuture youths across india strike for environmental justice..we need less talks and more action.…,140,11/12/2020 18:16,Twitter Web App,0,156,en
site,site,778, we can bring change if we work for it!we fight for the climate justice!#fightfor1point5 #makeparisreal …,140,11/12/2020 18:15,Twitter Web App,0,119,en
site,site,779,"uk and many other nations targets have basically the same problems. like baseline manipulation, heavily depending o… ",140,11/12/2020 17:58,Twitter Web App,1644,233,en
site,site,780,the eus so called 55% reduction target by 2030 has got nothing to do with a real 55% emission reduction.our arti… ,140,11/12/2020 17:56,Twitter Web App,3493,814,en
site,site,781, week 25 #firdaysforfuture #fff_saudiarabia #climateaction #symces ,109,11/12/2020 17:55,Twitter Web App,0,178,en
site,site,782, fight for 1.5!stop the killings!saribuhay joins  in a candlelighting vigil to commemorate 5 years of…,139,11/12/2020 16:51,Twitter for iPhone,0,141,en
site,site,783, week 22nd #climatestrike🌍 in #india🇮🇳where are we?leaders have failed to contribute 2 1.5 degree pathway.the world nee…,140,11/12/2020 16:51,Twitter for iPhone,0,150,en
site,site,784," 5 years ago paris agreement, that made a promise to limit global temp rise 1.5 c yet. the leaders keep making promises, bu…",140,11/12/2020 16:50,Twitter for iPhone,0,138,en
site,site,785," climate strike week 67- #fightfor1point5!it has been 5 years of no action, 5 years wasted, 5 years of destruction of our…",140,11/12/2020 16:50,Twitter for iPhone,0,172,en
site,site,786, #fightfor1point5 now or never 🤷🏼‍♀️ ,79,11/12/2020 16:49,Twitter for iPhone,0,89,en
site,site,787, #fightfor1point5 ,58,11/12/2020 16:47,Twitter for iPhone,0,95,en
site,site,788," #fightfor1point5#defendthedefenders december 11, 2020 marks the 5 year anniversary the paris agreement. today's action wi…",140,11/12/2020 16:43,Twitter for iPhone,0,102,en
site,site,789, #fightfor1point5 full video please share this message. it is extremely important we all pressure o…,140,11/12/2020 16:36,Twitter for iPhone,0,171,en
site,site,790, #fightfor1point5       …,140,11/12/2020 16:32,Twitter for iPhone,0,105,en
site,site,791, outside the swedish parliament right now! because we need to #fightfor1point5 and make sure our politicians are following…,139,11/12/2020 16:31,Twitter for iPhone,0,207,en
site,site,792, our activists from gilgit baltistan and islamabad demonstrated in front of the parlimant house and ministry of climate…,140,11/12/2020 16:30,Twitter for iPhone,0,173,en
site,site,793, for two years now #fridaysforfuture has made the impossible possible. and we don’t intend to stop now. we’re getting st…,140,11/12/2020 16:29,Twitter for iPhone,0,618,en
site,site,794, the day they signed that agreement the baby with head-sock was not even in her mom's womb...... i think those who are saying…,139,11/12/2020 11:21,Twitter for iPhone,0,186,en
site,site,795," world leaders say that 2°c is a realistic target, we say1.5 is non-negotiable! join us! make a promise to #fightfor1point5! th…",140,11/12/2020 8:14,Twitter Web App,0,351,en
site,site,796,school strike week 121. tomorrow marks 5 yrs since the paris agreement. 5 yrs of inaction and creating loopholes.w… ,140,11/12/2020 7:22,Twitter for iPhone,24455,3719,en
site,site,797," #fridaysforfuture week 66. it’s been 5 years since the paris agreement, but what we have gotten is worse than silence. empty…",139,11/12/2020 6:26,Twitter Web App,0,326,en
site,site,798," ahead of a high-level un event about cutting emissions,  has warned that the world is speeding in the wrong dir…",140,10/12/2020 19:14,Twitter Web App,0,674,en
site,site,799,"a huge thanks to tom mustill, evie wright and fergus dingle for turning my paris agreement anniversary speech into a film!!",123,10/12/2020 18:17,Twitter for iPhone,3278,302,en
site,site,800,"my name is greta thunberg and i am inviting you to be a paof the solution.as #parisagreement turns 5, our lead… ",140,10/12/2020 17:46,Twitter Media Studio,77632,18023,en
site,site,801," duterte, you left us for dead during the storms. so now, we have come to storm the palace.#freehrday7#stoptheattacks…",138,10/12/2020 16:06,Twitter for iPhone,0,319,en
site,site,802," 5 years ago, in 2015, the paris agreement was signed...if the paris agreement were a child, it would now be past the bab…",140,10/12/2020 13:47,Twitter Web App,0,251,en
site,site,803,global average per capita co2 emissions for-   top 1% income earner 74 tonnes-   bottom 50% income earner 1 t… ,140,10/12/2020 7:17,Twitter Web App,8273,2480,en
site,site,804," in 2020, human-made mass reached about 1.1 teratonnes, exceeding overall global biomass.  the amount of plastic alone is…",139,10/12/2020 6:45,Twitter Web App,0,1038,en
site,site,805,"popular debate has often pitted ‘behaviour change’ and ‘system change’ against each other, presented as a trade-of… ",140,9/12/2020 18:16,Twitter Web App,4551,759,en
site,site,806, some people say that the arctic is warming twice as fast as the rest of the earth.but that's not true.over the last 30 yea…,140,9/12/2020 15:48,Twitter Web App,0,1847,en
site,site,807, new to avethe worst effects of the #climatecrisis we have to accelerate climate action today &amp; not postpone it any…,144,9/12/2020 15:40,Twitter for iPhone,0,189,en
site,site,808," #breaking despite a dip in 2020 carbon dioxide emissions caused by the #covid19 pandemic, the world is still heading f…",140,9/12/2020 15:39,Twitter for iPhone,0,276,en
site,site,809, update rich countries representing just 14% of the world’s population have bought up over half of all #covid19 vaccines so far.…,140,9/12/2020 6:28,Twitter Web App,0,577,en
site,site,810," hambi, the last tree of the occupation #dannibleibt, died some minutes ago. we are very sorry. be sure, this highway wont…",139,8/12/2020 19:59,Twitter for iPhone,0,472,en
site,site,811,"changes will only happen if we keep pushing—if we keep being very, very annoying, and repeat these things over and… ",140,8/12/2020 17:57,Twitter Web App,5671,1027,en
site,site,812,"to stay on track for global heating of no more than 1.5c, the carbon footprint of the richest 10% of europeans mus… ",140,8/12/2020 13:53,Twitter Web App,3900,1057,en
site,site,813," after a relatively cold oct, global temps shot back up in nov, setting a new record by a fair margin. nov 2020 was around 1c…",139,8/12/2020 13:39,Twitter Web App,0,205,en
site,site,814,"richest 1% in sweden emit about 43tonnes co2 per person/year. 50% with lowest income emit 4,5tonnes according to ox… ",140,8/12/2020 7:03,Twitter Web App,5570,953,en
site,site,815, yesterday  auctioned 19.818km² of land (exploration blocks) to fossil fuel companies for r$30.936.6467.224km²…,140,7/12/2020 18:52,Twitter for iPhone,0,408,en
site,site,816,”i think we simply need to tell the truth. we should be adult enough to handle the truth. and the truth can be quit… ,140,7/12/2020 17:58,Twitter Web App,6203,1268,en
site,site,817,"according to  “november 2020 was the warmest november on record, by a clear margin.” the previous… ",139,7/12/2020 8:48,Twitter for iPhone,3133,653,en
site,site,818, more catastrophic flooding in south west iran.,90,7/12/2020 8:43,Twitter Web App,0,543,en
site,site,819,today i was guest editor in chief for sweden’s largest newspaper  (here’s a… ,140,6/12/2020 18:31,Twitter for iPhone,4918,1552,en
site,site,820,"”since 2015, around 33 million people have died prematurely due to air pollution.”#ecologicalcrisis… ",125,5/12/2020 12:06,Twitter for iPhone,4890,1329,en
site,site,821," week 48 and still fighting until the change is visible. solutions are here, embrace them. #schoolstrike4climate #fridays…",140,5/12/2020 9:19,Twitter Web App,0,299,en
site,site,822," every one has the ability to drive change. no action is to small. healing of the planet starts in our homes , our schools…",140,5/12/2020 9:18,Twitter Web App,0,184,en
